English	Foreign	Transliteration	Context
We need to wash the forks.	Нам надо помыть вилки.	-	Talk about food
potatoes	картошка	-	Talk about food
Mom does not have meat.	У мамы нет мяса.	-	Talk about food
This egg is for the salad.	Это яйцо — для салата.	-	Talk about food
I need to wash mushrooms and potatoes.	Мне надо помыть грибы и картошку.	-	Talk about food
borsch	борщ	-	Talk about food
We need to wash the dishes.	Нам надо помыть посуду.	-	Talk about food
I need to wash the apples for the salad.	Мне надо помыть яблоки для салата.	-	Talk about food
He does not have cheese.	У него нет сыра.	-	Talk about food
Where is the plate for the meat?	Где тарелка для мяса?	-	Talk about food
Is it coffee or borsch?	Это кофе или борщ?	-	Talk about food
Do you have forks?	У вас есть вилки?	-	Talk about food
Where is the onion?	Где лук?	-	Talk about food
Victoria is making a salad.	Виктория делает салат.	-	Talk about food
I want coffee with milk.	Я хочу кофе с молоком.	-	Talk about food
Where is my fork?	Где моя вилка?	-	Talk about food
I need to cook the soup.	Мне надо сварить суп.	-	Talk about food
We have both onions and potatoes.	У нас есть и лук, и картошка.	-	Talk about food
Cups and plates are tableware.	Чашки и тарелки — это посуда.	-	Talk about food
My brother is a composer.	Мой брат — композитор.	-	Describe music
my voice	мой голос	-	Describe music
music	музыка	-	Describe music
hot coffee	горячий кофе	-	Describe music
Russian	русский	-	Describe music
German	немецкий	-	Describe music
What music do you have?	Какая музыка у вас есть?	-	Describe music
Do you have an old bed?	У тебя старая кровать?	-	Describe music
No, the music is not loud.	Нет, музыка не громкая.	-	Describe music
a good house	хороший дом	-	Describe music
the Russian language	русский язык	-	Describe music
Our cat is very quiet.	Наш кот очень тихий.	-	Describe music
I have good news.	У меня есть хорошая новость.	-	Describe music
a good and quiet night	хорошая и тихая ночь	-	Describe music
interesting movie	интересный фильм	-	Describe music
Mom has a loud voice.	У мамы громкий голос.	-	Describe music
An interesting question!	Интересный вопрос!	-	Describe music
They have a new house.	У них новый дом.	-	Describe music
You have a quiet voice.	У тебя тихий голос.	-	Describe music
What is your favorite language?	Какой твой любимый язык?	-	Describe music
German is my favorite language.	Немецкий — мой любимый язык.	-	Describe music
Her dad is a composer.	Её папа — композитор.	-	Describe music
a delicious pizza	вкусная пицца	-	Describe music
a new movie	новый фильм	-	Describe music
my favorite cat	мой любимый кот	-	Describe music
Your music is so loud!	Твоя музыка такая громкая!	-	Describe music
I know Russian.	Я знаю русский.	-	Describe music
your cat	твой кот	-	Describe music
hot water	горячая вода	-	Describe music
a new house	новый дом	-	Describe music
I like languages.	Я люблю языки.	-	Describe music
green tea	зелёный чай	-	Name the colors
red tea	красный чай	-	Name the colors
black tea	чёрный чай	-	Name the colors
blue	синий	-	Name the colors
shirt	рубашка	-	Name the colors
He has a white shirt.	У него есть белая рубашка.	-	Name the colors
I want a yellow banana.	Я хочу жёлтый банан.	-	Name the colors
Do you have a yellow shirt?	У тебя есть жёлтая рубашка?	-	Name the colors
She has a blue backpack.	У неё есть синий рюкзак.	-	Name the colors
brown	коричневый	-	Name the colors
a brown house	коричневый дом	-	Name the colors
My green snake is on the table.	Моя зелёная змея на столе.	-	Name the colors
I have a yellow rose.	У меня есть жёлтая роза.	-	Name the colors
the White House	Белый дом	-	Name the colors
It is a yellow pencil.	Это жёлтый карандаш.	-	Name the colors
I want a brown table.	Я хочу коричневый стол.	-	Name the colors
pink ice cream	розовое мороженое	-	Name the colors
a white pillow	белая подушка	-	Name the colors
chair	стул	-	Describe where things are
ball	мяч	-	Describe where things are
The soap is in the box.	Мыло - в коробке.	-	Describe where things are
grass	трава	-	Describe where things are
There is a village there.	Там деревня.	-	Describe where things are
My gift is in the bag.	Мой подарок лежит в сумке.	-	Describe where things are
A boy is lying on the bed.	На кровати лежит мальчик.	-	Describe where things are
A dog is lying on the ground.	На земле лежит собака.	-	Describe where things are
Where are the groceries?	Где лежат продукты?	-	Describe where things are
There is a ball on the ground.	На земле мяч.	-	Describe where things are
The soap and the notebook are in the bag.	Мыло и тетрадь лежат в сумке.	-	Describe where things are
A girl is lying on the grass.	На траве лежит девочка.	-	Describe where things are
Where are my glasses?	Где мои очки?	-	Describe where things are
The chair is on the grass.	Стул стоит на траве.	-	Describe where things are
Give me the box, please.	Дайте, пожалуйста, коробку.	-	Describe where things are
There are guests in the palace.	Во дворце гости.	-	Describe where things are
There is a box on the table.	На столе коробка.	-	Describe where things are
There is a gift in the palace.	Во дворце подарок.	-	Describe where things are
The answer isn't there.	Ответ не там.	-	Ask basic questions
Where are you going?	Куда ты идёшь?	-	Ask basic questions
When do you like to have breakfast?	Когда ты любишь завтракать?	-	Ask basic questions
Is it true that Maria knows German?	Это правда, что Мария знает немецкий?	-	Ask basic questions
Is it true that she has two houses?	Правда, что у неё два дома?	-	Ask basic questions
Where is this boy going?	Куда идёт этот мальчик?	-	Ask basic questions
Why aren't they at school?	Почему они не в школе?	-	Ask basic questions
Whose tea is she drinking?	Чей чай она пьёт?	-	Ask basic questions
Who knows the answer to this question?	Кто знает ответ на этот вопрос?	-	Ask basic questions
Whom do you see?	Кого вы видите?	-	Ask basic questions
When do you read?	Когда ты читаешь?	-	Ask basic questions
Why does she cook?	Зачем она готовит?	-	Ask basic questions
Why are you here?	Почему ты здесь?	-	Ask basic questions
Whose apples are these?	Чьи это яблоки?	-	Ask basic questions
Whose juice is this?	Чей это сок?	-	Ask basic questions
Whose water is this?	Чья это вода?	-	Ask basic questions
There is no house there.	Там нет дома.	-	Ask basic questions
my answer	мой ответ	-	Ask basic questions
Whose tables are these?	Чьи это столы?	-	Ask basic questions
I love Katya.	Я люблю Катю.	-	Discuss things you do
No, I am an architect.	Нет, я архитектор.	-	Discuss things you do
